domain,representation,stage,n_adaptation_speakers,n_adaptation_samples,repeat,seed,adaptation_speakers,train_loss,run_id,target_balanced_accuracy,target_macro_f1_observed,target_accuracy,unsupported_prediction_rate,source_balanced_accuracy,target_gain,source_change
ravdess_song,wav2vec_temporal,adapted,2,88,0,42,"[""ravdess_01"", ""ravdess_17""]",0.004192037042230368,adapt::ravdess_song::wav2vec_temporal::n2::r0::s42,0.5052083333333334,0.5087169272535126,0.5227272727272727,0.0,0.78515625,0.046875000000000056,-0.04296875
ravdess_song,wav2vec_temporal,adapted,2,88,0,73,"[""ravdess_01"", ""ravdess_17""]",0.004216115011579611,adapt::ravdess_song::wav2vec_temporal::n2::r0::s73,0.4895833333333333,0.48709579121875685,0.5113636363636364,0.0,0.7734375,0.03125,-0.0546875
ravdess_song,wav2vec_temporal,adapted,2,88,1,13,"[""ravdess_13"", ""ravdess_20""]",0.004383053969253193,adapt::ravdess_song::wav2vec_temporal::n2::r1::s13,0.5572916666666666,0.5696128872824592,0.5738636363636364,0.0,0.76171875,0.09895833333333331,-0.06640625
ravdess_song,wav2vec_temporal,adapted,2,88,1,42,"[""ravdess_13"", ""ravdess_20""]",0.004251833031461997,adapt::ravdess_song::wav2vec_temporal::n2::r1::s42,0.5625,0.575466409337377,0.5795454545454546,0.0,0.76171875,0.10416666666666669,-0.06640625
ravdess_song,wav2vec_temporal,adapted,2,88,1,73,"[""ravdess_13"", ""ravdess_20""]",0.004340779417279092,adapt::ravdess_song::wav2vec_temporal::n2::r1::s73,0.5677083333333334,0.5826079567942904,0.5852272727272727,0.0,0.765625,0.10937500000000006,-0.0625
ravdess_song,wav2vec_temporal,adapted,2,88,2,13,"[""ravdess_13"", ""ravdess_14""]",0.003826493482020768,adapt::ravdess_song::wav2vec_temporal::n2::r2::s13,0.5260416666666666,0.5415575361757758,0.5397727272727273,0.0,0.75390625,0.06770833333333331,-0.07421875
ravdess_song,wav2vec_temporal,adapted,2,88,2,42,"[""ravdess_13"", ""ravdess_14""]",0.003931491635739803,adapt::ravdess_song::wav2vec_temporal::n2::r2::s42,0.5208333333333334,0.5362044946897682,0.5340909090909091,0.0,0.765625,0.06250000000000006,-0.0625
ravdess_song,wav2vec_temporal,adapted,2,88,2,73,"[""ravdess_13"", ""ravdess_14""]",0.003912597344341603,adapt::ravdess_song::wav2vec_temporal::n2::r2::s73,0.53125,0.5473562445472941,0.5454545454545454,0.0,0.76171875,0.07291666666666669,-0.06640625
ravdess_song,wav2vec_temporal,adapted,2,88,3,13,"[""ravdess_04"", ""ravdess_20""]",0.004000228618017652,adapt::ravdess_song::wav2vec_temporal::n2::r3::s13,0.5572916666666666,0.5410223854389237,0.5625,0.005681818181818182,0.75,0.09895833333333331,-0.078125
ravdess_song,wav2vec_temporal,adapted,2,88,3,42,"[""ravdess_04"", ""ravdess_20""]",0.003866745772856203,adapt::ravdess_song::wav2vec_temporal::n2::r3::s42,0.5520833333333334,0.5371050696467118,0.5568181818181818,0.005681818181818182,0.7421875,0.09375000000000006,-0.0859375
ravdess_song,wav2vec_temporal,adapted,2,88,3,73,"[""ravdess_04"", ""ravdess_20""]",0.004015280462970788,adapt::ravdess_song::wav2vec_temporal::n2::r3::s73,0.546875,0.5305678231055833,0.5511363636363636,0.005681818181818182,0.74609375,0.08854166666666669,-0.08203125
ravdess_song,wav2vec_temporal,adapted,2,88,4,13,"[""ravdess_07"", ""ravdess_13""]",0.003875169860707088,adapt::ravdess_song::wav2vec_temporal::n2::r4::s13,0.46875,0.4782543435025704,0.48863636363636365,0.0,0.76953125,0.010416666666666685,-0.05859375
ravdess_song,wav2vec_temporal,adapted,2,88,4,42,"[""ravdess_07"", ""ravdess_13""]",0.003824423702264374,adapt::ravdess_song::wav2vec_temporal::n2::r4::s42,0.46875,0.4782543435025704,0.48863636363636365,0.0,0.7734375,0.010416666666666685,-0.0546875
ravdess_song,wav2vec_temporal,adapted,2,88,4,73,"[""ravdess_07"", ""ravdess_13""]",0.0037737296978858385,adapt::ravdess_song::wav2vec_temporal::n2::r4::s73,0.46875,0.4782543435025704,0.48863636363636365,0.0,0.76953125,0.010416666666666685,-0.05859375
ravdess_song,wav2vec_temporal,adapted,4,176,0,13,"[""ravdess_03"", ""ravdess_12"", ""ravdess_19"", ""ravdess_20""]",0.0034944291268898683,adapt::ravdess_song::wav2vec_temporal::n4::r0::s13,0.5208333333333334,0.5187730857542178,0.5227272727272727,0.0,0.7578125,0.06250000000000006,-0.0703125
ravdess_song,wav2vec_temporal,adapted,4,176,0,42,"[""ravdess_03"", ""ravdess_12"", ""ravdess_19"", ""ravdess_20""]",0.0035330352627418256,adapt::ravdess_song::wav2vec_temporal::n4::r0::s42,0.5260416666666666,0.5236650972036064,0.5284090909090909,0.0,0.74609375,0.06770833333333331,-0.08203125
ravdess_song,wav2vec_temporal,adapted,4,176,0,73,"[""ravdess_03"", ""ravdess_12"", ""ravdess_19"", ""ravdess_20""]",0.003392114177007567,adapt::ravdess_song::wav2vec_temporal::n4::r0::s73,0.5208333333333334,0.5201896947082368,0.5227272727272727,0.0,0.75,0.06250000000000006,-0.078125
ravdess_song,wav2vec_temporal,adapted,4,176,1,13,"[""ravdess_07"", ""ravdess_14"", ""ravdess_16"", ""ravdess_19""]",0.0039526548194275665,adapt::ravdess_song::wav2vec_temporal::n4::r1::s13,0.5520833333333334,0.5340082256294972,0.5340909090909091,0.0,0.765625,0.09375000000000006,-0.0625
ravdess_song,wav2vec_temporal,adapted,4,176,1,42,"[""ravdess_07"", ""ravdess_14"", ""ravdess_16"", ""ravdess_19""]",0.003902028865096244,adapt::ravdess_song::wav2vec_temporal::n4::r1::s42,0.5625,0.5361440763401547,0.5397727272727273,0.0,0.75390625,0.10416666666666669,-0.07421875
ravdess_song,wav2vec_temporal,adapted,4,176,1,73,"[""ravdess_07"", ""ravdess_14"", ""ravdess_16"", ""ravdess_19""]",0.003719826609912244,adapt::ravdess_song::wav2vec_temporal::n4::r1::s73,0.546875,0.5251747871902911,0.5284090909090909,0.0,0.76171875,0.08854166666666669,-0.06640625
ravdess_song,wav2vec_temporal,adapted,4,176,2,13,"[""ravdess_08"", ""ravdess_12"", ""ravdess_16"", ""ravdess_22""]",0.005915522914041172,adapt::ravdess_song::wav2vec_temporal::n4::r2::s13,0.6041666666666666,0.5740341014645675,0.5909090909090909,0.005681818181818182,0.67578125,0.14583333333333331,-0.15234375
ravdess_song,wav2vec_temporal,adapted,4,176,2,42,"[""ravdess_08"", ""ravdess_12"", ""ravdess_16"", ""ravdess_22""]",0.005754387302493507,adapt::ravdess_song::wav2vec_temporal::n4::r2::s42,0.609375,0.5841426354584249,0.5965909090909091,0.005681818181818182,0.67578125,0.15104166666666669,-0.15234375
ravdess_song,wav2vec_temporal,adapted,4,176,2,73,"[""ravdess_08"", ""ravdess_12"", ""ravdess_16"", ""ravdess_22""]",0.005807599391449581,adapt::ravdess_song::wav2vec_temporal::n4::r2::s73,0.5989583333333334,0.5664876753586431,0.5852272727272727,0.005681818181818182,0.67578125,0.14062500000000006,-0.15234375
ravdess_song,wav2vec_temporal,adapted,4,176,3,13,"[""ravdess_03"", ""ravdess_10"", ""ravdess_20"", ""ravdess_22""]",0.004996380472386425,adapt::ravdess_song::wav2vec_temporal::n4::r3::s13,0.59375,0.5730481348284138,0.5852272727272727,0.0,0.71484375,0.13541666666666669,-0.11328125
ravdess_song,wav2vec_temporal,adapted,4,176,3,42,"[""ravdess_03"", ""ravdess_10"", ""ravdess_20"", ""ravdess_22""]",0.005160609598864208,adapt::ravdess_song::wav2vec_temporal::n4::r3::s42,0.59375,0.5732981965783561,0.5852272727272727,0.0,0.71484375,0.13541666666666669,-0.11328125
ravdess_song,wav2vec_temporal,adapted,4,176,3,73,"[""ravdess_03"", ""ravdess_10"", ""ravdess_20"", ""ravdess_22""]",0.004935525315390391,adapt::ravdess_song::wav2vec_temporal::n4::r3::s73,0.59375,0.5732981965783561,0.5852272727272727,0.0,0.71875,0.13541666666666669,-0.109375
ravdess_song,wav2vec_temporal,adapted,4,176,4,13,"[""ravdess_07"", ""ravdess_15"", ""ravdess_16"", ""ravdess_24""]",0.004359708358110352,adapt::ravdess_song::wav2vec_temporal::n4::r4::s13,0.65625,0.6281603574516598,0.6420454545454546,0.0,0.76953125,0.19791666666666669,-0.05859375
ravdess_song,wav2vec_temporal,adapted,4,176,4,42,"[""ravdess_07"", ""ravdess_15"", ""ravdess_16"", ""ravdess_24""]",0.00417621357535774,adapt::ravdess_song::wav2vec_temporal::n4::r4::s42,0.6510416666666666,0.628623835302443,0.6363636363636364,0.0,0.7734375,0.19270833333333331,-0.0546875
ravdess_song,wav2vec_temporal,adapted,4,176,4,73,"[""ravdess_07"", ""ravdess_15"", ""ravdess_16"", ""ravdess_24""]",0.004370346072722565,adapt::ravdess_song::wav2vec_temporal::n4::r4::s73,0.65625,0.6273413208146336,0.6420454545454546,0.0,0.7734375,0.19791666666666669,-0.0546875
ravdess_song,wav2vec_temporal,adapted,8,352,0,13,"[""ravdess_05"", ""ravdess_08"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_15"", ""ravdess_17"", ""ravdess_24""]",0.005208905786275864,adapt::ravdess_song::wav2vec_temporal::n8::r0::s13,0.6302083333333334,0.5831686896203025,0.6193181818181818,0.0,0.76953125,0.17187500000000006,-0.05859375
ravdess_song,wav2vec_temporal,adapted,8,352,0,42,"[""ravdess_05"", ""ravdess_08"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_15"", ""ravdess_17"", ""ravdess_24""]",0.0051932986825704575,adapt::ravdess_song::wav2vec_temporal::n8::r0::s42,0.6302083333333334,0.5831686896203025,0.6193181818181818,0.0,0.76953125,0.17187500000000006,-0.05859375
ravdess_song,wav2vec_temporal,adapted,8,352,0,73,"[""ravdess_05"", ""ravdess_08"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_15"", ""ravdess_17"", ""ravdess_24""]",0.005190035942095247,adapt::ravdess_song::wav2vec_temporal::n8::r0::s73,0.6302083333333334,0.5831686896203025,0.6193181818181818,0.0,0.76953125,0.17187500000000006,-0.05859375
ravdess_song,wav2vec_temporal,adapted,8,352,1,13,"[""ravdess_03"", ""ravdess_04"", ""ravdess_08"", ""ravdess_10"", ""ravdess_13"", ""ravdess_15"", ""ravdess_16"", ""ravdess_22""]",0.0057295762764459305,adapt::ravdess_song::wav2vec_temporal::n8::r1::s13,0.5833333333333334,0.5758817741111092,0.6022727272727273,0.0,0.7890625,0.12500000000000006,-0.0390625
ravdess_song,wav2vec_temporal,adapted,8,352,1,42,"[""ravdess_03"", ""ravdess_04"", ""ravdess_08"", ""ravdess_10"", ""ravdess_13"", ""ravdess_15"", ""ravdess_16"", ""ravdess_22""]",0.00575815158134157,adapt::ravdess_song::wav2vec_temporal::n8::r1::s42,0.59375,0.5888459222045949,0.6136363636363636,0.0,0.78515625,0.13541666666666669,-0.04296875
ravdess_song,wav2vec_temporal,adapted,8,352,1,73,"[""ravdess_03"", ""ravdess_04"", ""ravdess_08"", ""ravdess_10"", ""ravdess_13"", ""ravdess_15"", ""ravdess_16"", ""ravdess_22""]",0.005867915905334733,adapt::ravdess_song::wav2vec_temporal::n8::r1::s73,0.5885416666666666,0.5842619698152485,0.6079545454545454,0.0,0.78515625,0.13020833333333331,-0.04296875
ravdess_song,wav2vec_temporal,adapted,8,352,2,13,"[""ravdess_05"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_12"", ""ravdess_19"", ""ravdess_20"", ""ravdess_24""]",0.005074702753600749,adapt::ravdess_song::wav2vec_temporal::n8::r2::s13,0.6041666666666666,0.5787458159663721,0.5965909090909091,0.0,0.70703125,0.14583333333333331,-0.12109375
ravdess_song,wav2vec_temporal,adapted,8,352,2,42,"[""ravdess_05"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_12"", ""ravdess_19"", ""ravdess_20"", ""ravdess_24""]",0.005268035922199488,adapt::ravdess_song::wav2vec_temporal::n8::r2::s42,0.59375,0.567151547727754,0.5852272727272727,0.0,0.71484375,0.13541666666666669,-0.11328125
ravdess_song,wav2vec_temporal,adapted,8,352,2,73,"[""ravdess_05"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_12"", ""ravdess_19"", ""ravdess_20"", ""ravdess_24""]",0.005153419534591111,adapt::ravdess_song::wav2vec_temporal::n8::r2::s73,0.6041666666666666,0.5772206464650688,0.5965909090909091,0.0,0.7109375,0.14583333333333331,-0.1171875
ravdess_song,wav2vec_temporal,adapted,8,352,3,13,"[""ravdess_04"", ""ravdess_07"", ""ravdess_08"", ""ravdess_09"", ""ravdess_12"", ""ravdess_13"", ""ravdess_22"", ""ravdess_24""]",0.0056259225291961975,adapt::ravdess_song::wav2vec_temporal::n8::r3::s13,0.609375,0.6049618917114755,0.6193181818181818,0.0,0.74609375,0.15104166666666669,-0.08203125
ravdess_song,wav2vec_temporal,adapted,8,352,3,42,"[""ravdess_04"", ""ravdess_07"", ""ravdess_08"", ""ravdess_09"", ""ravdess_12"", ""ravdess_13"", ""ravdess_22"", ""ravdess_24""]",0.005684869152239778,adapt::ravdess_song::wav2vec_temporal::n8::r3::s42,0.6041666666666666,0.6010503223489612,0.6136363636363636,0.0,0.75,0.14583333333333331,-0.078125
ravdess_song,wav2vec_temporal,adapted,8,352,3,73,"[""ravdess_04"", ""ravdess_07"", ""ravdess_08"", ""ravdess_09"", ""ravdess_12"", ""ravdess_13"", ""ravdess_22"", ""ravdess_24""]",0.005660402673211965,adapt::ravdess_song::wav2vec_temporal::n8::r3::s73,0.6041666666666666,0.595989996598553,0.6136363636363636,0.0,0.75,0.14583333333333331,-0.078125
ravdess_song,wav2vec_temporal,adapted,8,352,4,13,"[""ravdess_01"", ""ravdess_04"", ""ravdess_05"", ""ravdess_07"", ""ravdess_12"", ""ravdess_14"", ""ravdess_17"", ""ravdess_22""]",0.005201355765827678,adapt::ravdess_song::wav2vec_temporal::n8::r4::s13,0.578125,0.579198800420525,0.5738636363636364,0.0,0.7421875,0.11979166666666669,-0.0859375
ravdess_song,wav2vec_temporal,adapted,8,352,4,42,"[""ravdess_01"", ""ravdess_04"", ""ravdess_05"", ""ravdess_07"", ""ravdess_12"", ""ravdess_14"", ""ravdess_17"", ""ravdess_22""]",0.005296323998746547,adapt::ravdess_song::wav2vec_temporal::n8::r4::s42,0.5677083333333334,0.568500398094713,0.5681818181818182,0.0,0.734375,0.10937500000000006,-0.09375
ravdess_song,wav2vec_temporal,adapted,8,352,4,73,"[""ravdess_01"", ""ravdess_04"", ""ravdess_05"", ""ravdess_07"", ""ravdess_12"", ""ravdess_14"", ""ravdess_17"", ""ravdess_22""]",0.0051643299785527315,adapt::ravdess_song::wav2vec_temporal::n8::r4::s73,0.578125,0.578074946266704,0.5738636363636364,0.0,0.75390625,0.11979166666666669,-0.07421875
ravdess_song,wav2vec_temporal,adapted,19,836,0,13,"[""ravdess_01"", ""ravdess_03"", ""ravdess_04"", ""ravdess_05"", ""ravdess_07"", ""ravdess_08"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_12"", ""ravdess_13"", ""ravdess_14"", ""ravdess_15"", ""ravdess_16"", ""ravdess_17"", ""ravdess_19"", ""ravdess_20"", ""ravdess_22"", ""ravdess_24""]",0.005305226355552691,adapt::ravdess_song::wav2vec_temporal::n19::r0::s13,0.640625,0.6363298854765166,0.6363636363636364,0.0,0.765625,0.18229166666666669,-0.0625
ravdess_song,wav2vec_temporal,adapted,19,836,0,42,"[""ravdess_01"", ""ravdess_03"", ""ravdess_04"", ""ravdess_05"", ""ravdess_07"", ""ravdess_08"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_12"", ""ravdess_13"", ""ravdess_14"", ""ravdess_15"", ""ravdess_16"", ""ravdess_17"", ""ravdess_19"", ""ravdess_20"", ""ravdess_22"", ""ravdess_24""]",0.005497488747997005,adapt::ravdess_song::wav2vec_temporal::n19::r0::s42,0.640625,0.638706594740814,0.6363636363636364,0.0,0.76953125,0.18229166666666669,-0.05859375
ravdess_song,wav2vec_temporal,adapted,19,836,0,73,"[""ravdess_01"", ""ravdess_03"", ""ravdess_04"", ""ravdess_05"", ""ravdess_07"", ""ravdess_08"", ""ravdess_09"", ""ravdess_10"", ""ravdess_11"", ""ravdess_12"", ""ravdess_13"", ""ravdess_14"", ""ravdess_15"", ""ravdess_16"", ""ravdess_17"", ""ravdess_19"", ""ravdess_20"", ""ravdess_22"", ""ravdess_24""]",0.005405014349620023,adapt::ravdess_song::wav2vec_temporal::n19::r0::s73,0.6354166666666666,0.6314076761480358,0.6306818181818182,0.0,0.75390625,0.17708333333333331,-0.07421875
emodb,egemaps,zero_shot,0,0,-1,-1,[],,zero_shot::emodb::egemaps,0.21744838286191667,0.1629540705170957,0.2846153846153846,0.1,0.5546875,0.0,0.0
emodb,egemaps,adapted,1,35,0,13,"[""emodb_12""]",2.7673821449279785,adapt::emodb::egemaps::n1::r0::s13,0.4292860126506743,0.38068765589774,0.43846153846153846,0.0,0.53125,0.21183762978875761,-0.0234375
emodb,egemaps,adapted,1,35,0,42,"[""emodb_12""]",2.7673816680908203,adapt::emodb::egemaps::n1::r0::s42,0.4292860126506743,0.38068765589774,0.43846153846153846,0.0,0.53125,0.21183762978875761,-0.0234375
emodb,egemaps,adapted,1,35,0,73,"[""emodb_12""]",2.7673819065093994,adapt::emodb::egemaps::n1::r0::s73,0.4292860126506743,0.38068765589774,0.43846153846153846,0.0,0.53125,0.21183762978875761,-0.0234375
emodb,egemaps,adapted,1,38,1,13,"[""emodb_10""]",2.55325984954834,adapt::emodb::egemaps::n1::r1::s13,0.447906969805466,0.41890172724398467,0.46153846153846156,0.007692307692307693,0.53515625,0.23045858694354934,-0.01953125
emodb,egemaps,adapted,1,38,1,42,"[""emodb_10""]",2.5532593727111816,adapt::emodb::egemaps::n1::r1::s42,0.447906969805466,0.41890172724398467,0.46153846153846156,0.007692307692307693,0.53515625,0.23045858694354934,-0.01953125
emodb,egemaps,adapted,1,38,1,73,"[""emodb_10""]",2.5532596111297607,adapt::emodb::egemaps::n1::r1::s73,0.447906969805466,0.41890172724398467,0.46153846153846156,0.007692307692307693,0.53515625,0.23045858694354934,-0.01953125
emodb,egemaps,adapted,1,58,2,13,"[""emodb_08""]",3.015212059020996,adapt::emodb::egemaps::n1::r2::s13,0.3560269721923857,0.3338171641095089,0.4,0.038461538461538464,0.5703125,0.13857858933046904,0.015625
emodb,egemaps,adapted,1,58,2,42,"[""emodb_08""]",3.015211820602417,adapt::emodb::egemaps::n1::r2::s42,0.3560269721923857,0.3338171641095089,0.4,0.038461538461538464,0.5703125,0.13857858933046904,0.015625
emodb,egemaps,adapted,1,58,2,73,"[""emodb_08""]",3.015211582183838,adapt::emodb::egemaps::n1::r2::s73,0.3560269721923857,0.3338171641095089,0.4,0.038461538461538464,0.5703125,0.13857858933046904,0.015625
emodb,egemaps,adapted,1,43,3,13,"[""emodb_09""]",4.9601569175720215,adapt::emodb::egemaps::n1::r3::s13,0.4527539085809762,0.4174699323420006,0.46923076923076923,0.0,0.49609375,0.23530552571905952,-0.05859375
emodb,egemaps,adapted,1,43,3,42,"[""emodb_09""]",4.96015739440918,adapt::emodb::egemaps::n1::r3::s42,0.4527539085809762,0.4174699323420006,0.46923076923076923,0.0,0.49609375,0.23530552571905952,-0.05859375
emodb,egemaps,adapted,1,43,3,73,"[""emodb_09""]",4.96015739440918,adapt::emodb::egemaps::n1::r3::s73,0.4527539085809762,0.4174699323420006,0.46923076923076923,0.0,0.49609375,0.23530552571905952,-0.05859375
emodb,egemaps,adapted,1,55,4,13,"[""emodb_11""]",3.351191997528076,adapt::emodb::egemaps::n1::r4::s13,0.47297261009667035,0.44296363757794327,0.5,0.007692307692307693,0.54296875,0.25552422723475365,-0.01171875
emodb,egemaps,adapted,1,55,4,42,"[""emodb_11""]",3.3511924743652344,adapt::emodb::egemaps::n1::r4::s42,0.47297261009667035,0.44296363757794327,0.5,0.007692307692307693,0.54296875,0.25552422723475365,-0.01171875
emodb,egemaps,adapted,1,55,4,73,"[""emodb_11""]",3.3511922359466553,adapt::emodb::egemaps::n1::r4::s73,0.47297261009667035,0.44296363757794327,0.5,0.007692307692307693,0.54296875,0.25552422723475365,-0.01171875
emodb,egemaps,adapted,2,105,0,13,"[""emodb_03"", ""emodb_15""]",1.05006168172473,adapt::emodb::egemaps::n2::r0::s13,0.50640440386681,0.4779801526345305,0.5307692307692308,0.007692307692307693,0.50390625,0.28895602100489326,-0.05078125
emodb,egemaps,adapted,2,105,0,42,"[""emodb_03"", ""emodb_15""]",1.05419636794499,adapt::emodb::egemaps::n2::r0::s42,0.5028896646377848,0.4740023771953127,0.5230769230769231,0.0,0.5,0.28544128177586814,-0.0546875
emodb,egemaps,adapted,2,105,0,73,"[""emodb_03"", ""emodb_15""]",1.0480808774630228,adapt::emodb::egemaps::n2::r0::s73,0.5088211600429645,0.478519236192482,0.5307692307692308,0.007692307692307693,0.49609375,0.2913727771810478,-0.05859375
emodb,egemaps,adapted,2,111,1,13,"[""emodb_11"", ""emodb_15""]",1.2184827005541004,adapt::emodb::egemaps::n2::r1::s13,0.4838495047141663,0.47274654403957733,0.5153846153846153,0.0,0.4921875,0.2664011218522496,-0.0625
emodb,egemaps,adapted,2,111,1,42,"[""emodb_11"", ""emodb_15""]",1.2174290300489545,adapt::emodb::egemaps::n2::r1::s42,0.49847535505430246,0.4872952348094663,0.5307692307692308,0.0,0.4921875,0.2810269721923858,-0.0625
emodb,egemaps,adapted,2,111,1,73,"[""emodb_11"", ""emodb_15""]",1.2158323676736504,adapt::emodb::egemaps::n2::r1::s73,0.49337331423797587,0.4828540709212978,0.5230769230769231,0.0,0.49609375,0.2759249313760592,-0.05859375
emodb,egemaps,adapted,2,126,2,13,"[""emodb_11"", ""emodb_16""]",6.966705746120876,adapt::emodb::egemaps::n2::r2::s13,0.47525361021601625,0.45163890117450484,0.47692307692307695,0.007692307692307693,0.5234375,0.2578052273540996,-0.03125
emodb,egemaps,adapted,2,126,2,42,"[""emodb_11"", ""emodb_16""]",6.869655839980594,adapt::emodb::egemaps::n2::r2::s42,0.4784849027330231,0.4532023054160394,0.47692307692307695,0.015384615384615385,0.515625,0.26103651987110643,-0.0390625
emodb,egemaps,adapted,2,126,2,73,"[""emodb_11"", ""emodb_16""]",6.905169627023121,adapt::emodb::egemaps::n2::r2::s73,0.4705483947965151,0.44678149147642854,0.46923076923076923,0.015384615384615385,0.515625,0.2531000119345984,-0.0390625
emodb,egemaps,adapted,2,105,3,13,"[""emodb_03"", ""emodb_15""]",1.05006168172473,adapt::emodb::egemaps::n2::r3::s13,0.50640440386681,0.4779801526345305,0.5307692307692308,0.007692307692307693,0.50390625,0.28895602100489326,-0.05078125
emodb,egemaps,adapted,2,105,3,42,"[""emodb_03"", ""emodb_15""]",1.05419636794499,adapt::emodb::egemaps::n2::r3::s42,0.5028896646377848,0.4740023771953127,0.5230769230769231,0.0,0.5,0.28544128177586814,-0.0546875
emodb,egemaps,adapted,2,105,3,73,"[""emodb_03"", ""emodb_15""]",1.0480808774630228,adapt::emodb::egemaps::n2::r3::s73,0.5088211600429645,0.478519236192482,0.5307692307692308,0.007692307692307693,0.49609375,0.2913727771810478,-0.05859375
emodb,egemaps,adapted,2,113,4,13,"[""emodb_08"", ""emodb_11""]",1.6108517520195615,adapt::emodb::egemaps::n2::r4::s13,0.488078828022437,0.4899054370072315,0.5153846153846153,0.007692307692307693,0.46875,0.27063044516052037,-0.0859375
emodb,egemaps,adapted,2,113,4,42,"[""emodb_08"", ""emodb_11""]",1.5831144721107144,adapt::emodb::egemaps::n2::r4::s42,0.4970073994510084,0.49891538581434053,0.5230769230769231,0.007692307692307693,0.4765625,0.27955901658909177,-0.078125
emodb,egemaps,adapted,2,113,4,73,"[""emodb_08"", ""emodb_11""]",1.6337123043769228,adapt::emodb::egemaps::n2::r4::s73,0.488078828022437,0.4888989654530926,0.5153846153846153,0.007692307692307693,0.47265625,0.27063044516052037,-0.08203125
emodb,egemaps,adapted,4,177,0,13,"[""emodb_03"", ""emodb_10"", ""emodb_11"", ""emodb_12""]",1.0508817235628765,adapt::emodb::egemaps::n4::r0::s13,0.5562626805108009,0.5159017466135435,0.5923076923076923,0.0,0.48046875,0.33881429764888416,-0.07421875
emodb,egemaps,adapted,4,177,0,42,"[""emodb_03"", ""emodb_10"", ""emodb_11"", ""emodb_12""]",1.0610980088427915,adapt::emodb::egemaps::n4::r0::s42,0.5562626805108009,0.5181265979067178,0.5923076923076923,0.0,0.47265625,0.33881429764888416,-0.08203125
emodb,egemaps,adapted,4,177,0,73,"[""emodb_03"", ""emodb_10"", ""emodb_11"", ""emodb_12""]",0.9918238946610252,adapt::emodb::egemaps::n4::r0::s73,0.5562626805108009,0.5181265979067178,0.5923076923076923,0.0,0.4765625,0.33881429764888416,-0.078125
emodb,egemaps,adapted,4,219,1,13,"[""emodb_08"", ""emodb_11"", ""emodb_12"", ""emodb_16""]",2.7887569301204596,adapt::emodb::egemaps::n4::r1::s13,0.5556957870867645,0.5455022167376027,0.5538461538461539,0.0,0.484375,0.3382474042248478,-0.0703125
emodb,egemaps,adapted,4,219,1,42,"[""emodb_08"", ""emodb_11"", ""emodb_12"", ""emodb_16""]",2.7577791001698744,adapt::emodb::egemaps::n4::r1::s42,0.5429406850459482,0.5275381030529772,0.5461538461538461,0.0,0.47265625,0.32549230218403147,-0.08203125
emodb,egemaps,adapted,4,219,1,73,"[""emodb_08"", ""emodb_11"", ""emodb_12"", ""emodb_16""]",2.6620179123530106,adapt::emodb::egemaps::n4::r1::s73,0.5429406850459482,0.5280927488088614,0.5461538461538461,0.0,0.48046875,0.32549230218403147,-0.07421875
emodb,egemaps,adapted,4,227,2,13,"[""emodb_08"", ""emodb_09"", ""emodb_11"", ""emodb_16""]",3.0274495521831093,adapt::emodb::egemaps::n4::r2::s13,0.5818862632772407,0.5726678268206509,0.5769230769230769,0.0,0.45703125,0.364437880415324,-0.09765625
emodb,egemaps,adapted,4,227,2,42,"[""emodb_08"", ""emodb_09"", ""emodb_11"", ""emodb_16""]",3.0325399390401295,adapt::emodb::egemaps::n4::r2::s42,0.5920903449098937,0.5871526584437571,0.5923076923076923,0.0,0.45703125,0.37464196204797695,-0.09765625
emodb,egemaps,adapted,4,227,2,73,"[""emodb_08"", ""emodb_09"", ""emodb_11"", ""emodb_16""]",3.071399667714661,adapt::emodb::egemaps::n4::r2::s73,0.5869883040935672,0.580733061780258,0.5846153846153846,0.0,0.45703125,0.36953992123165047,-0.09765625
emodb,egemaps,adapted,4,219,3,13,"[""emodb_03"", ""emodb_09"", ""emodb_15"", ""emodb_16""]",2.7282444059032285,adapt::emodb::egemaps::n4::r3::s13,0.5963838166845685,0.5735371686499506,0.5769230769230769,0.0,0.44140625,0.3789354338226518,-0.11328125
emodb,egemaps,adapted,4,219,3,42,"[""emodb_03"", ""emodb_09"", ""emodb_15"", ""emodb_16""]",2.6628306091648257,adapt::emodb::egemaps::n4::r3::s42,0.5963838166845685,0.5735371686499506,0.5769230769230769,0.0,0.453125,0.3789354338226518,-0.1015625
emodb,egemaps,adapted,4,219,3,73,"[""emodb_03"", ""emodb_09"", ""emodb_15"", ""emodb_16""]",2.881544345045743,adapt::emodb::egemaps::n4::r3::s73,0.6014858575008951,0.58087781439105,0.5846153846153846,0.0,0.44921875,0.3840374746389784,-0.10546875
