protocol,target,pooling,fold,seed,layer,weight
speaker_dependent,emotion_quadrant,mean,0,73,12,0.06918653845787048
speaker_dependent,emotion_quadrant,mean,1,13,0,0.07277167588472366
speaker_dependent,emotion_quadrant,mean,1,13,1,0.08219574391841888
speaker_dependent,emotion_quadrant,mean,1,13,2,0.0864872857928276
speaker_dependent,emotion_quadrant,mean,1,13,3,0.06704632937908173
speaker_dependent,emotion_quadrant,mean,1,13,4,0.08571980148553848
speaker_dependent,emotion_quadrant,mean,1,13,5,0.08192545175552368
speaker_dependent,emotion_quadrant,mean,1,13,6,0.07851596176624298
speaker_dependent,emotion_quadrant,mean,1,13,7,0.08199697732925415
speaker_dependent,emotion_quadrant,mean,1,13,8,0.07958534359931946
speaker_dependent,emotion_quadrant,mean,1,13,9,0.07667116820812225
speaker_dependent,emotion_quadrant,mean,1,13,10,0.06763572245836258
speaker_dependent,emotion_quadrant,mean,1,13,11,0.0661374032497406
speaker_dependent,emotion_quadrant,mean,1,13,12,0.07331117242574692
speaker_dependent,emotion_quadrant,mean,1,42,0,0.07028943300247192
speaker_dependent,emotion_quadrant,mean,1,42,1,0.07077889889478683
speaker_dependent,emotion_quadrant,mean,1,42,2,0.09556323289871216
speaker_dependent,emotion_quadrant,mean,1,42,3,0.0698826014995575
speaker_dependent,emotion_quadrant,mean,1,42,4,0.08864077925682068
speaker_dependent,emotion_quadrant,mean,1,42,5,0.09145814925432205
speaker_dependent,emotion_quadrant,mean,1,42,6,0.08670119941234589
speaker_dependent,emotion_quadrant,mean,1,42,7,0.07048124819993973
speaker_dependent,emotion_quadrant,mean,1,42,8,0.08404992520809174
speaker_dependent,emotion_quadrant,mean,1,42,9,0.07949899882078171
speaker_dependent,emotion_quadrant,mean,1,42,10,0.06449498981237411
speaker_dependent,emotion_quadrant,mean,1,42,11,0.05849159136414528
speaker_dependent,emotion_quadrant,mean,1,42,12,0.06966880708932877
speaker_dependent,emotion_quadrant,mean,1,73,0,0.0679917111992836
speaker_dependent,emotion_quadrant,mean,1,73,1,0.07868963479995728
speaker_dependent,emotion_quadrant,mean,1,73,2,0.08193264156579971
speaker_dependent,emotion_quadrant,mean,1,73,3,0.06674757599830627
speaker_dependent,emotion_quadrant,mean,1,73,4,0.09025493264198303
speaker_dependent,emotion_quadrant,mean,1,73,5,0.09100286662578583
speaker_dependent,emotion_quadrant,mean,1,73,6,0.08875281363725662
speaker_dependent,emotion_quadrant,mean,1,73,7,0.08154840767383575
speaker_dependent,emotion_quadrant,mean,1,73,8,0.07991056144237518
speaker_dependent,emotion_quadrant,mean,1,73,9,0.06953488290309906
speaker_dependent,emotion_quadrant,mean,1,73,10,0.06544996798038483
speaker_dependent,emotion_quadrant,mean,1,73,11,0.06495789438486099
speaker_dependent,emotion_quadrant,mean,1,73,12,0.07322611659765244
speaker_dependent,emotion_quadrant,mean,2,13,0,0.06829497218132019
speaker_dependent,emotion_quadrant,mean,2,13,1,0.07404953986406326
speaker_dependent,emotion_quadrant,mean,2,13,2,0.07888110727071762
speaker_dependent,emotion_quadrant,mean,2,13,3,0.07451660931110382
speaker_dependent,emotion_quadrant,mean,2,13,4,0.08556583523750305
speaker_dependent,emotion_quadrant,mean,2,13,5,0.08734454214572906
speaker_dependent,emotion_quadrant,mean,2,13,6,0.08309066295623779
speaker_dependent,emotion_quadrant,mean,2,13,7,0.08645296096801758
speaker_dependent,emotion_quadrant,mean,2,13,8,0.08790334314107895
speaker_dependent,emotion_quadrant,mean,2,13,9,0.07186437398195267
speaker_dependent,emotion_quadrant,mean,2,13,10,0.06515628844499588
speaker_dependent,emotion_quadrant,mean,2,13,11,0.06610209494829178
speaker_dependent,emotion_quadrant,mean,2,13,12,0.07077771425247192
speaker_dependent,emotion_quadrant,mean,2,42,0,0.07150819897651672
speaker_dependent,emotion_quadrant,mean,2,42,1,0.08547315001487732
speaker_dependent,emotion_quadrant,mean,2,42,2,0.07690443098545074
speaker_dependent,emotion_quadrant,mean,2,42,3,0.08105459064245224
speaker_dependent,emotion_quadrant,mean,2,42,4,0.08738905936479568
speaker_dependent,emotion_quadrant,mean,2,42,5,0.08827651292085648
speaker_dependent,emotion_quadrant,mean,2,42,6,0.08749993145465851
speaker_dependent,emotion_quadrant,mean,2,42,7,0.07708540558815002
speaker_dependent,emotion_quadrant,mean,2,42,8,0.08095599710941315
speaker_dependent,emotion_quadrant,mean,2,42,9,0.06719520688056946
speaker_dependent,emotion_quadrant,mean,2,42,10,0.06520373374223709
speaker_dependent,emotion_quadrant,mean,2,42,11,0.06414476037025452
speaker_dependent,emotion_quadrant,mean,2,42,12,0.06730909645557404
speaker_dependent,emotion_quadrant,mean,2,73,0,0.07141193747520447
speaker_dependent,emotion_quadrant,mean,2,73,1,0.08309640735387802
speaker_dependent,emotion_quadrant,mean,2,73,2,0.07984481751918793
speaker_dependent,emotion_quadrant,mean,2,73,3,0.07004836946725845
speaker_dependent,emotion_quadrant,mean,2,73,4,0.09813224524259567
speaker_dependent,emotion_quadrant,mean,2,73,5,0.08740408718585968
speaker_dependent,emotion_quadrant,mean,2,73,6,0.08094155043363571
speaker_dependent,emotion_quadrant,mean,2,73,7,0.08074764162302017
speaker_dependent,emotion_quadrant,mean,2,73,8,0.09418413043022156
speaker_dependent,emotion_quadrant,mean,2,73,9,0.06726980209350586
speaker_dependent,emotion_quadrant,mean,2,73,10,0.06179342046380043
speaker_dependent,emotion_quadrant,mean,2,73,11,0.06173836067318916
speaker_dependent,emotion_quadrant,mean,2,73,12,0.06338725239038467
speaker_dependent,emotion_quadrant,mean,3,13,0,0.07440734654664993
speaker_dependent,emotion_quadrant,mean,3,13,1,0.0670839473605156
speaker_dependent,emotion_quadrant,mean,3,13,2,0.07881422340869904
speaker_dependent,emotion_quadrant,mean,3,13,3,0.06762582808732986
speaker_dependent,emotion_quadrant,mean,3,13,4,0.08410151302814484
speaker_dependent,emotion_quadrant,mean,3,13,5,0.09942121058702469
speaker_dependent,emotion_quadrant,mean,3,13,6,0.09219525009393692
speaker_dependent,emotion_quadrant,mean,3,13,7,0.08243762701749802
speaker_dependent,emotion_quadrant,mean,3,13,8,0.0880947932600975
speaker_dependent,emotion_quadrant,mean,3,13,9,0.0699428990483284
speaker_dependent,emotion_quadrant,mean,3,13,10,0.0654747262597084
speaker_dependent,emotion_quadrant,mean,3,13,11,0.06336651742458344
speaker_dependent,emotion_quadrant,mean,3,13,12,0.06703414767980576
speaker_dependent,emotion_quadrant,mean,3,42,0,0.0705510750412941
speaker_dependent,emotion_quadrant,mean,3,42,1,0.06550787389278412
speaker_dependent,emotion_quadrant,mean,3,42,2,0.08248980343341827
speaker_dependent,emotion_quadrant,mean,3,42,3,0.07681651413440704
speaker_dependent,emotion_quadrant,mean,3,42,4,0.08221513032913208
speaker_dependent,emotion_quadrant,mean,3,42,5,0.0934898853302002
speaker_dependent,emotion_quadrant,mean,3,42,6,0.08809460699558258
speaker_dependent,emotion_quadrant,mean,3,42,7,0.08521033823490143
speaker_dependent,emotion_quadrant,mean,3,42,8,0.09488584846258163
speaker_dependent,emotion_quadrant,mean,3,42,9,0.06662954390048981
speaker_dependent,emotion_quadrant,mean,3,42,10,0.061272069811820984
speaker_dependent,emotion_quadrant,mean,3,42,11,0.061184823513031006
speaker_dependent,emotion_quadrant,mean,3,42,12,0.07165245711803436
speaker_dependent,emotion_quadrant,mean,3,73,0,0.07558226585388184
speaker_dependent,emotion_quadrant,mean,3,73,1,0.06534024327993393
speaker_dependent,emotion_quadrant,mean,3,73,2,0.08024506270885468
speaker_dependent,emotion_quadrant,mean,3,73,3,0.07714004814624786
speaker_dependent,emotion_quadrant,mean,3,73,4,0.08065463602542877
speaker_dependent,emotion_quadrant,mean,3,73,5,0.09383878856897354
speaker_dependent,emotion_quadrant,mean,3,73,6,0.09260667115449905
speaker_dependent,emotion_quadrant,mean,3,73,7,0.08426045626401901
speaker_dependent,emotion_quadrant,mean,3,73,8,0.08678311854600906
speaker_dependent,emotion_quadrant,mean,3,73,9,0.07109818607568741
speaker_dependent,emotion_quadrant,mean,3,73,10,0.06427722424268723
speaker_dependent,emotion_quadrant,mean,3,73,11,0.0629057064652443
speaker_dependent,emotion_quadrant,mean,3,73,12,0.06526768952608109
speaker_dependent,emotion_quadrant,mean,4,13,0,0.0810415968298912
speaker_dependent,emotion_quadrant,mean,4,13,1,0.07429619133472443
speaker_dependent,emotion_quadrant,mean,4,13,2,0.07932890951633453
speaker_dependent,emotion_quadrant,mean,4,13,3,0.07556253671646118
speaker_dependent,emotion_quadrant,mean,4,13,4,0.08029881864786148
speaker_dependent,emotion_quadrant,mean,4,13,5,0.08318539708852768
speaker_dependent,emotion_quadrant,mean,4,13,6,0.08087188750505447
speaker_dependent,emotion_quadrant,mean,4,13,7,0.08024594932794571
speaker_dependent,emotion_quadrant,mean,4,13,8,0.0810064822435379
speaker_dependent,emotion_quadrant,mean,4,13,9,0.07227429747581482
speaker_dependent,emotion_quadrant,mean,4,13,10,0.07218139618635178
speaker_dependent,emotion_quadrant,mean,4,13,11,0.0689876452088356
speaker_dependent,emotion_quadrant,mean,4,13,12,0.07071881741285324
speaker_dependent,emotion_quadrant,mean,4,42,0,0.07237536460161209
speaker_dependent,emotion_quadrant,mean,4,42,1,0.07882168889045715
speaker_dependent,emotion_quadrant,mean,4,42,2,0.0750337541103363
speaker_dependent,emotion_quadrant,mean,4,42,3,0.07243813574314117
speaker_dependent,emotion_quadrant,mean,4,42,4,0.08913099765777588
speaker_dependent,emotion_quadrant,mean,4,42,5,0.08599544316530228
speaker_dependent,emotion_quadrant,mean,4,42,6,0.08047502487897873
speaker_dependent,emotion_quadrant,mean,4,42,7,0.08269640058279037
speaker_dependent,emotion_quadrant,mean,4,42,8,0.08380024135112762
speaker_dependent,emotion_quadrant,mean,4,42,9,0.06953959912061691
speaker_dependent,emotion_quadrant,mean,4,42,10,0.06953427940607071
speaker_dependent,emotion_quadrant,mean,4,42,11,0.06567632406949997
speaker_dependent,emotion_quadrant,mean,4,42,12,0.07448276877403259
speaker_dependent,emotion_quadrant,mean,4,73,0,0.07060663402080536
speaker_dependent,emotion_quadrant,mean,4,73,1,0.0786338672041893
speaker_dependent,emotion_quadrant,mean,4,73,2,0.08424519002437592
speaker_dependent,emotion_quadrant,mean,4,73,3,0.07541509717702866
speaker_dependent,emotion_quadrant,mean,4,73,4,0.08328117430210114
speaker_dependent,emotion_quadrant,mean,4,73,5,0.08517904579639435
speaker_dependent,emotion_quadrant,mean,4,73,6,0.08303675055503845
speaker_dependent,emotion_quadrant,mean,4,73,7,0.08439959585666656
speaker_dependent,emotion_quadrant,mean,4,73,8,0.07901813089847565
speaker_dependent,emotion_quadrant,mean,4,73,9,0.06841837614774704
speaker_dependent,emotion_quadrant,mean,4,73,10,0.06714314967393875
speaker_dependent,emotion_quadrant,mean,4,73,11,0.06950204074382782
speaker_dependent,emotion_quadrant,mean,4,73,12,0.07112095504999161
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,0,0.07785411924123764
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,1,0.0678887665271759
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,2,0.07220440357923508
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,3,0.0739431232213974
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,4,0.08741756528615952
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,5,0.08098822087049484
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,6,0.07985852658748627
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,7,0.07750887423753738
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,8,0.08646297454833984
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,9,0.07744930684566498
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,10,0.07528382539749146
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,11,0.0689425840973854
speaker_dependent,emotion_original_eval_quadrant,mean,0,13,12,0.07419770956039429
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,0,0.07435742020606995
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,1,0.06616131216287613
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,2,0.08626135438680649
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,3,0.08129414916038513
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,4,0.0846119299530983
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,5,0.08549723774194717
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,6,0.08813925087451935
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,7,0.08111675828695297
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,8,0.08505593240261078
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,9,0.06985876709222794
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,10,0.0664575845003128
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,11,0.0638502910733223
speaker_dependent,emotion_original_eval_quadrant,mean,0,42,12,0.06733802706003189
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,0,0.0690421313047409
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,1,0.06672483682632446
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,2,0.0810355544090271
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,3,0.07672290503978729
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,4,0.08467906713485718
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,5,0.08489380031824112
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,6,0.0761556625366211
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,7,0.07763778418302536
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,8,0.08924943208694458
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,9,0.08003351837396622
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,10,0.07165039330720901
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,11,0.07173245400190353
speaker_dependent,emotion_original_eval_quadrant,mean,0,73,12,0.07044235616922379
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,0,0.07354309409856796
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,1,0.06862769275903702
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,2,0.07854605466127396
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,3,0.08521962910890579
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,4,0.09042093902826309
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,5,0.08923960477113724
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,6,0.08554557710886002
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,7,0.07289186865091324
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,8,0.0710296481847763
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,9,0.07500437647104263
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,10,0.07787750661373138
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,11,0.06659644842147827
speaker_dependent,emotion_original_eval_quadrant,mean,1,13,12,0.06545763462781906
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,0,0.07665341347455978
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,1,0.06703148037195206
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,2,0.07163672894239426
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,3,0.08947154134511948
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,4,0.08455707877874374
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,5,0.08301779627799988
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,6,0.08654289692640305
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,7,0.0728970319032669
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,8,0.09019636362791061
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,9,0.07237935811281204
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,10,0.07375579327344894
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,11,0.06819681078195572
speaker_dependent,emotion_original_eval_quadrant,mean,1,42,12,0.06366363912820816
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,0,0.07540741562843323
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,1,0.06655314564704895
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,2,0.0881989598274231
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,3,0.08380534499883652
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,4,0.09065660089254379
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,5,0.08764126896858215
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,6,0.08538509160280228
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,7,0.07278763502836227
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,8,0.07230892777442932
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,9,0.06762366741895676
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,10,0.07643701881170273
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,11,0.06763958930969238
speaker_dependent,emotion_original_eval_quadrant,mean,1,73,12,0.06555541604757309
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,0,0.07961747795343399
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,1,0.07196097075939178
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,2,0.0831490233540535
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,3,0.0778617113828659
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,4,0.08872158825397491
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,5,0.08404375612735748
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,6,0.08255527913570404
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,7,0.07894813269376755
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,8,0.08029763400554657
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,9,0.07250533998012543
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,10,0.06642980873584747
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,11,0.0669824630022049
speaker_dependent,emotion_original_eval_quadrant,mean,2,13,12,0.06692682951688766
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,0,0.07529675960540771
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,1,0.07196228206157684
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,2,0.07675684243440628
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,3,0.0777956023812294
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,4,0.07872641086578369
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,5,0.08745170384645462
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,6,0.08727797865867615
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,7,0.08131705969572067
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,8,0.08732958137989044
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,9,0.06841881573200226
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,10,0.07221867889165878
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,11,0.06629320979118347
speaker_dependent,emotion_original_eval_quadrant,mean,2,42,12,0.06915502995252609
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,0,0.074888214468956
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,1,0.0661115050315857
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,2,0.07140758633613586
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,3,0.08919458091259003
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,4,0.0901724249124527
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,5,0.07995740324258804
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,6,0.0827823206782341
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,7,0.08505065739154816
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,8,0.09069833904504776
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,9,0.07139163464307785
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,10,0.06914802640676498
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,11,0.06404200196266174
speaker_dependent,emotion_original_eval_quadrant,mean,2,73,12,0.06515524536371231
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,0,0.07186958193778992
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,1,0.072210893034935
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,2,0.0722602978348732
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,3,0.07669639587402344
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,4,0.08144417405128479
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,5,0.08114302158355713
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,6,0.08192159235477448
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,7,0.07946392893791199
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,8,0.0808960571885109
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,9,0.0809556394815445
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,10,0.07306677103042603
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,11,0.07161762565374374
speaker_dependent,emotion_original_eval_quadrant,mean,3,13,12,0.0764540284872055
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,0,0.07134765386581421
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,1,0.0657854974269867
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,2,0.0729476734995842
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,3,0.08823839575052261
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,4,0.0831826701760292
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,5,0.09120332449674606
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,6,0.09130258858203888
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,7,0.08541499078273773
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,8,0.0838358998298645
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,9,0.07224050909280777
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,10,0.06495059281587601
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,11,0.06432923674583435
speaker_dependent,emotion_original_eval_quadrant,mean,3,42,12,0.06522094458341599
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,0,0.07095260173082352
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,1,0.06943351030349731
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,2,0.07513528317213058
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,3,0.08426327258348465
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,4,0.09187205880880356
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,5,0.08909886330366135
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,6,0.0963771641254425
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,7,0.07796348631381989
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,8,0.09156712144613266
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,9,0.06425614655017853
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,10,0.06078782305121422
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,11,0.06393847614526749
speaker_dependent,emotion_original_eval_quadrant,mean,3,73,12,0.06435411423444748
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,0,0.06840939074754715
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,1,0.06338749080896378
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,2,0.08548862487077713
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,3,0.09686339646577835
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,4,0.0909586176276207
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,5,0.09538749605417252
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,6,0.08869180083274841
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,7,0.07891899347305298
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,8,0.08747207373380661
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,9,0.05712917074561119
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,10,0.06589122116565704
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,11,0.060303475707769394
speaker_dependent,emotion_original_eval_quadrant,mean,4,13,12,0.061098288744688034
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,0,0.07491201907396317
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,1,0.06407107412815094
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,2,0.0788123607635498
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,3,0.09677769988775253
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,4,0.09329478442668915
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,5,0.09368312358856201
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,6,0.08270127326250076
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,7,0.07785963267087936
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,8,0.07878202199935913
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,9,0.06413231790065765
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,10,0.06504272669553757
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,11,0.06560058891773224
speaker_dependent,emotion_original_eval_quadrant,mean,4,42,12,0.06433039158582687
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,0,0.06527777761220932
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,1,0.06480630487203598
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,2,0.08466169983148575
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,3,0.08762697130441666
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,4,0.08884488046169281
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,5,0.09064208716154099
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,6,0.07549676299095154
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,7,0.0854373425245285
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,8,0.07973559200763702
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,9,0.061794232577085495
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,10,0.07157179713249207
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,11,0.07113928347826004
speaker_dependent,emotion_original_eval_quadrant,mean,4,73,12,0.07296529412269592
speaker_independent,emotion_original,mean_std,0,13,0,0.0818805992603302
speaker_independent,emotion_original,mean_std,0,13,1,0.07223549485206604
speaker_independent,emotion_original,mean_std,0,13,2,0.07592722773551941
speaker_independent,emotion_original,mean_std,0,13,3,0.08287794888019562
speaker_independent,emotion_original,mean_std,0,13,4,0.08239147812128067
speaker_independent,emotion_original,mean_std,0,13,5,0.08004815131425858
speaker_independent,emotion_original,mean_std,0,13,6,0.07930754870176315
speaker_independent,emotion_original,mean_std,0,13,7,0.07583809643983841
speaker_independent,emotion_original,mean_std,0,13,8,0.0743713304400444
speaker_independent,emotion_original,mean_std,0,13,9,0.07442247867584229
speaker_independent,emotion_original,mean_std,0,13,10,0.07339288294315338
speaker_independent,emotion_original,mean_std,0,13,11,0.07223629206418991
speaker_independent,emotion_original,mean_std,0,13,12,0.07507055997848511
speaker_independent,emotion_original,mean_std,0,42,0,0.0861898809671402
speaker_independent,emotion_original,mean_std,0,42,1,0.06858271360397339
speaker_independent,emotion_original,mean_std,0,42,2,0.07875645160675049
speaker_independent,emotion_original,mean_std,0,42,3,0.08956106007099152
speaker_independent,emotion_original,mean_std,0,42,4,0.0901285856962204
speaker_independent,emotion_original,mean_std,0,42,5,0.08646014332771301
speaker_independent,emotion_original,mean_std,0,42,6,0.08395877480506897
