protocol,target,pooling,fold,seed,layer,weight
speaker_independent,emotion_original_eval_quadrant,mean,0,73,5,0.07791536301374435
speaker_independent,emotion_original_eval_quadrant,mean,0,73,6,0.0781828835606575
speaker_independent,emotion_original_eval_quadrant,mean,0,73,7,0.07878772914409637
speaker_independent,emotion_original_eval_quadrant,mean,0,73,8,0.07858960330486298
speaker_independent,emotion_original_eval_quadrant,mean,0,73,9,0.07845393568277359
speaker_independent,emotion_original_eval_quadrant,mean,0,73,10,0.07367134839296341
speaker_independent,emotion_original_eval_quadrant,mean,0,73,11,0.07692070305347443
speaker_independent,emotion_original_eval_quadrant,mean,0,73,12,0.07591188699007034
speaker_independent,emotion_original_eval_quadrant,mean,1,13,0,0.07410524040460587
speaker_independent,emotion_original_eval_quadrant,mean,1,13,1,0.06801236420869827
speaker_independent,emotion_original_eval_quadrant,mean,1,13,2,0.07982110232114792
speaker_independent,emotion_original_eval_quadrant,mean,1,13,3,0.08132502436637878
speaker_independent,emotion_original_eval_quadrant,mean,1,13,4,0.08920971304178238
speaker_independent,emotion_original_eval_quadrant,mean,1,13,5,0.08449754863977432
speaker_independent,emotion_original_eval_quadrant,mean,1,13,6,0.08647267520427704
speaker_independent,emotion_original_eval_quadrant,mean,1,13,7,0.08389025926589966
speaker_independent,emotion_original_eval_quadrant,mean,1,13,8,0.09039930999279022
speaker_independent,emotion_original_eval_quadrant,mean,1,13,9,0.07505517452955246
speaker_independent,emotion_original_eval_quadrant,mean,1,13,10,0.06148581579327583
speaker_independent,emotion_original_eval_quadrant,mean,1,13,11,0.062279850244522095
speaker_independent,emotion_original_eval_quadrant,mean,1,13,12,0.0634460523724556
speaker_independent,emotion_original_eval_quadrant,mean,1,42,0,0.07026640325784683
speaker_independent,emotion_original_eval_quadrant,mean,1,42,1,0.06938216835260391
speaker_independent,emotion_original_eval_quadrant,mean,1,42,2,0.07025899738073349
speaker_independent,emotion_original_eval_quadrant,mean,1,42,3,0.07826382666826248
speaker_independent,emotion_original_eval_quadrant,mean,1,42,4,0.08692338317632675
speaker_independent,emotion_original_eval_quadrant,mean,1,42,5,0.08663392812013626
speaker_independent,emotion_original_eval_quadrant,mean,1,42,6,0.07823242247104645
speaker_independent,emotion_original_eval_quadrant,mean,1,42,7,0.08323077112436295
speaker_independent,emotion_original_eval_quadrant,mean,1,42,8,0.08695314824581146
speaker_independent,emotion_original_eval_quadrant,mean,1,42,9,0.0790463462471962
speaker_independent,emotion_original_eval_quadrant,mean,1,42,10,0.07777108997106552
speaker_independent,emotion_original_eval_quadrant,mean,1,42,11,0.06571602821350098
speaker_independent,emotion_original_eval_quadrant,mean,1,42,12,0.06732146441936493
speaker_independent,emotion_original_eval_quadrant,mean,1,73,0,0.07361074537038803
speaker_independent,emotion_original_eval_quadrant,mean,1,73,1,0.06843602657318115
speaker_independent,emotion_original_eval_quadrant,mean,1,73,2,0.06974699348211288
speaker_independent,emotion_original_eval_quadrant,mean,1,73,3,0.08460371941328049
speaker_independent,emotion_original_eval_quadrant,mean,1,73,4,0.08536617457866669
speaker_independent,emotion_original_eval_quadrant,mean,1,73,5,0.08251684159040451
speaker_independent,emotion_original_eval_quadrant,mean,1,73,6,0.08344727754592896
speaker_independent,emotion_original_eval_quadrant,mean,1,73,7,0.08343618363142014
speaker_independent,emotion_original_eval_quadrant,mean,1,73,8,0.085316501557827
speaker_independent,emotion_original_eval_quadrant,mean,1,73,9,0.06992138177156448
speaker_independent,emotion_original_eval_quadrant,mean,1,73,10,0.07291821390390396
speaker_independent,emotion_original_eval_quadrant,mean,1,73,11,0.0716145783662796
speaker_independent,emotion_original_eval_quadrant,mean,1,73,12,0.06906536966562271
speaker_independent,emotion_original_eval_quadrant,mean,2,13,0,0.07478615641593933
speaker_independent,emotion_original_eval_quadrant,mean,2,13,1,0.07197894155979156
speaker_independent,emotion_original_eval_quadrant,mean,2,13,2,0.07418418675661087
speaker_independent,emotion_original_eval_quadrant,mean,2,13,3,0.08181732892990112
speaker_independent,emotion_original_eval_quadrant,mean,2,13,4,0.07924826443195343
speaker_independent,emotion_original_eval_quadrant,mean,2,13,5,0.07972859591245651
speaker_independent,emotion_original_eval_quadrant,mean,2,13,6,0.0791245698928833
speaker_independent,emotion_original_eval_quadrant,mean,2,13,7,0.0788022130727768
speaker_independent,emotion_original_eval_quadrant,mean,2,13,8,0.07759358733892441
speaker_independent,emotion_original_eval_quadrant,mean,2,13,9,0.07923462986946106
speaker_independent,emotion_original_eval_quadrant,mean,2,13,10,0.07734997570514679
speaker_independent,emotion_original_eval_quadrant,mean,2,13,11,0.0743369534611702
speaker_independent,emotion_original_eval_quadrant,mean,2,13,12,0.07181459665298462
speaker_independent,emotion_original_eval_quadrant,mean,2,42,0,0.07676980644464493
speaker_independent,emotion_original_eval_quadrant,mean,2,42,1,0.07468587160110474
speaker_independent,emotion_original_eval_quadrant,mean,2,42,2,0.0731157660484314
speaker_independent,emotion_original_eval_quadrant,mean,2,42,3,0.07421296834945679
speaker_independent,emotion_original_eval_quadrant,mean,2,42,4,0.08194318413734436
speaker_independent,emotion_original_eval_quadrant,mean,2,42,5,0.08220519870519638
speaker_independent,emotion_original_eval_quadrant,mean,2,42,6,0.07724318653345108
speaker_independent,emotion_original_eval_quadrant,mean,2,42,7,0.07658948749303818
speaker_independent,emotion_original_eval_quadrant,mean,2,42,8,0.07795845717191696
speaker_independent,emotion_original_eval_quadrant,mean,2,42,9,0.07331560552120209
speaker_independent,emotion_original_eval_quadrant,mean,2,42,10,0.07863737642765045
speaker_independent,emotion_original_eval_quadrant,mean,2,42,11,0.077721007168293
speaker_independent,emotion_original_eval_quadrant,mean,2,42,12,0.07560207694768906
speaker_independent,emotion_original_eval_quadrant,mean,2,73,0,0.07376974076032639
speaker_independent,emotion_original_eval_quadrant,mean,2,73,1,0.07884962111711502
speaker_independent,emotion_original_eval_quadrant,mean,2,73,2,0.07552041113376617
speaker_independent,emotion_original_eval_quadrant,mean,2,73,3,0.07334773242473602
speaker_independent,emotion_original_eval_quadrant,mean,2,73,4,0.07862638682126999
speaker_independent,emotion_original_eval_quadrant,mean,2,73,5,0.08077871799468994
speaker_independent,emotion_original_eval_quadrant,mean,2,73,6,0.07793620973825455
speaker_independent,emotion_original_eval_quadrant,mean,2,73,7,0.08029377460479736
speaker_independent,emotion_original_eval_quadrant,mean,2,73,8,0.07952626049518585
speaker_independent,emotion_original_eval_quadrant,mean,2,73,9,0.07882686704397202
speaker_independent,emotion_original_eval_quadrant,mean,2,73,10,0.0755922794342041
speaker_independent,emotion_original_eval_quadrant,mean,2,73,11,0.07330616563558578
speaker_independent,emotion_original_eval_quadrant,mean,2,73,12,0.073625847697258
speaker_independent,emotion_original_eval_quadrant,mean,3,13,0,0.07711509615182877
speaker_independent,emotion_original_eval_quadrant,mean,3,13,1,0.07418595254421234
speaker_independent,emotion_original_eval_quadrant,mean,3,13,2,0.07714307308197021
speaker_independent,emotion_original_eval_quadrant,mean,3,13,3,0.07771189510822296
speaker_independent,emotion_original_eval_quadrant,mean,3,13,4,0.07854099571704865
speaker_independent,emotion_original_eval_quadrant,mean,3,13,5,0.07784189283847809
speaker_independent,emotion_original_eval_quadrant,mean,3,13,6,0.08069130033254623
speaker_independent,emotion_original_eval_quadrant,mean,3,13,7,0.08110396564006805
speaker_independent,emotion_original_eval_quadrant,mean,3,13,8,0.08067041635513306
speaker_independent,emotion_original_eval_quadrant,mean,3,13,9,0.07381843775510788
speaker_independent,emotion_original_eval_quadrant,mean,3,13,10,0.073553666472435
speaker_independent,emotion_original_eval_quadrant,mean,3,13,11,0.07378765195608139
speaker_independent,emotion_original_eval_quadrant,mean,3,13,12,0.07383569329977036
speaker_independent,emotion_original_eval_quadrant,mean,3,42,0,0.07290860265493393
speaker_independent,emotion_original_eval_quadrant,mean,3,42,1,0.0762607753276825
speaker_independent,emotion_original_eval_quadrant,mean,3,42,2,0.07655753940343857
speaker_independent,emotion_original_eval_quadrant,mean,3,42,3,0.07608787715435028
speaker_independent,emotion_original_eval_quadrant,mean,3,42,4,0.07681439816951752
speaker_independent,emotion_original_eval_quadrant,mean,3,42,5,0.08114726841449738
speaker_independent,emotion_original_eval_quadrant,mean,3,42,6,0.08134136348962784
speaker_independent,emotion_original_eval_quadrant,mean,3,42,7,0.08124825358390808
speaker_independent,emotion_original_eval_quadrant,mean,3,42,8,0.07840045541524887
speaker_independent,emotion_original_eval_quadrant,mean,3,42,9,0.07650361955165863
speaker_independent,emotion_original_eval_quadrant,mean,3,42,10,0.07465989142656326
speaker_independent,emotion_original_eval_quadrant,mean,3,42,11,0.0737064853310585
speaker_independent,emotion_original_eval_quadrant,mean,3,42,12,0.07436344027519226
speaker_independent,emotion_original_eval_quadrant,mean,3,73,0,0.06712673604488373
speaker_independent,emotion_original_eval_quadrant,mean,3,73,1,0.07303924858570099
speaker_independent,emotion_original_eval_quadrant,mean,3,73,2,0.07447535544633865
speaker_independent,emotion_original_eval_quadrant,mean,3,73,3,0.08751331269741058
speaker_independent,emotion_original_eval_quadrant,mean,3,73,4,0.09197304397821426
speaker_independent,emotion_original_eval_quadrant,mean,3,73,5,0.0910753607749939
speaker_independent,emotion_original_eval_quadrant,mean,3,73,6,0.08943044394254684
speaker_independent,emotion_original_eval_quadrant,mean,3,73,7,0.08419878780841827
speaker_independent,emotion_original_eval_quadrant,mean,3,73,8,0.07425437867641449
speaker_independent,emotion_original_eval_quadrant,mean,3,73,9,0.0678478553891182
speaker_independent,emotion_original_eval_quadrant,mean,3,73,10,0.06798925995826721
speaker_independent,emotion_original_eval_quadrant,mean,3,73,11,0.06230136752128601
speaker_independent,emotion_original_eval_quadrant,mean,3,73,12,0.06877489387989044
speaker_independent,emotion_original_eval_quadrant,mean,4,13,0,0.06915761530399323
speaker_independent,emotion_original_eval_quadrant,mean,4,13,1,0.06137095391750336
speaker_independent,emotion_original_eval_quadrant,mean,4,13,2,0.08125679939985275
speaker_independent,emotion_original_eval_quadrant,mean,4,13,3,0.09009012579917908
speaker_independent,emotion_original_eval_quadrant,mean,4,13,4,0.09784237295389175
speaker_independent,emotion_original_eval_quadrant,mean,4,13,5,0.08869694173336029
speaker_independent,emotion_original_eval_quadrant,mean,4,13,6,0.08740977942943573
speaker_independent,emotion_original_eval_quadrant,mean,4,13,7,0.07728223502635956
speaker_independent,emotion_original_eval_quadrant,mean,4,13,8,0.09098989516496658
speaker_independent,emotion_original_eval_quadrant,mean,4,13,9,0.06522604078054428
speaker_independent,emotion_original_eval_quadrant,mean,4,13,10,0.06275907903909683
speaker_independent,emotion_original_eval_quadrant,mean,4,13,11,0.06426113843917847
speaker_independent,emotion_original_eval_quadrant,mean,4,13,12,0.0636569932103157
speaker_independent,emotion_original_eval_quadrant,mean,4,42,0,0.07006914913654327
speaker_independent,emotion_original_eval_quadrant,mean,4,42,1,0.06846421957015991
speaker_independent,emotion_original_eval_quadrant,mean,4,42,2,0.0774216428399086
speaker_independent,emotion_original_eval_quadrant,mean,4,42,3,0.08767919987440109
speaker_independent,emotion_original_eval_quadrant,mean,4,42,4,0.09515948593616486
speaker_independent,emotion_original_eval_quadrant,mean,4,42,5,0.09401020407676697
speaker_independent,emotion_original_eval_quadrant,mean,4,42,6,0.08549988269805908
speaker_independent,emotion_original_eval_quadrant,mean,4,42,7,0.07696018368005753
speaker_independent,emotion_original_eval_quadrant,mean,4,42,8,0.08038657903671265
speaker_independent,emotion_original_eval_quadrant,mean,4,42,9,0.06631984561681747
speaker_independent,emotion_original_eval_quadrant,mean,4,42,10,0.06482497602701187
speaker_independent,emotion_original_eval_quadrant,mean,4,42,11,0.0698428601026535
speaker_independent,emotion_original_eval_quadrant,mean,4,42,12,0.06336183100938797
speaker_independent,emotion_original_eval_quadrant,mean,4,73,0,0.07841013371944427
speaker_independent,emotion_original_eval_quadrant,mean,4,73,1,0.0649632140994072
speaker_independent,emotion_original_eval_quadrant,mean,4,73,2,0.08104478567838669
speaker_independent,emotion_original_eval_quadrant,mean,4,73,3,0.0898275226354599
speaker_independent,emotion_original_eval_quadrant,mean,4,73,4,0.09281002730131149
speaker_independent,emotion_original_eval_quadrant,mean,4,73,5,0.08962351828813553
speaker_independent,emotion_original_eval_quadrant,mean,4,73,6,0.0770498663187027
speaker_independent,emotion_original_eval_quadrant,mean,4,73,7,0.08050063997507095
speaker_independent,emotion_original_eval_quadrant,mean,4,73,8,0.09167630970478058
speaker_independent,emotion_original_eval_quadrant,mean,4,73,9,0.06352901458740234
speaker_independent,emotion_original_eval_quadrant,mean,4,73,10,0.06480477005243301
speaker_independent,emotion_original_eval_quadrant,mean,4,73,11,0.06323814392089844
speaker_independent,emotion_original_eval_quadrant,mean,4,73,12,0.06252214312553406
speaker_dependent,emotion_original,mean,0,13,0,0.07323354482650757
speaker_dependent,emotion_original,mean,0,13,1,0.07413300126791
speaker_dependent,emotion_original,mean,0,13,2,0.07281651347875595
speaker_dependent,emotion_original,mean,0,13,3,0.08717580884695053
speaker_dependent,emotion_original,mean,0,13,4,0.08733411133289337
speaker_dependent,emotion_original,mean,0,13,5,0.08209655433893204
speaker_dependent,emotion_original,mean,0,13,6,0.07902536541223526
speaker_dependent,emotion_original,mean,0,13,7,0.07836660742759705
speaker_dependent,emotion_original,mean,0,13,8,0.07940446585416794
speaker_dependent,emotion_original,mean,0,13,9,0.06940136104822159
speaker_dependent,emotion_original,mean,0,13,10,0.07489421963691711
speaker_dependent,emotion_original,mean,0,13,11,0.06764145940542221
speaker_dependent,emotion_original,mean,0,13,12,0.0744769498705864
speaker_dependent,emotion_original,mean,0,42,0,0.07052838057279587
speaker_dependent,emotion_original,mean,0,42,1,0.062132809311151505
speaker_dependent,emotion_original,mean,0,42,2,0.08395162969827652
speaker_dependent,emotion_original,mean,0,42,3,0.0840345099568367
speaker_dependent,emotion_original,mean,0,42,4,0.09142231196165085
speaker_dependent,emotion_original,mean,0,42,5,0.0902073085308075
speaker_dependent,emotion_original,mean,0,42,6,0.08200320601463318
speaker_dependent,emotion_original,mean,0,42,7,0.07653629779815674
speaker_dependent,emotion_original,mean,0,42,8,0.08180418610572815
speaker_dependent,emotion_original,mean,0,42,9,0.06994052231311798
speaker_dependent,emotion_original,mean,0,42,10,0.06728879362344742
speaker_dependent,emotion_original,mean,0,42,11,0.07064022123813629
speaker_dependent,emotion_original,mean,0,42,12,0.06950974464416504
speaker_dependent,emotion_original,mean,0,73,0,0.0690421313047409
speaker_dependent,emotion_original,mean,0,73,1,0.06672483682632446
speaker_dependent,emotion_original,mean,0,73,2,0.0810355544090271
speaker_dependent,emotion_original,mean,0,73,3,0.07672290503978729
speaker_dependent,emotion_original,mean,0,73,4,0.08467906713485718
speaker_dependent,emotion_original,mean,0,73,5,0.08489380031824112
speaker_dependent,emotion_original,mean,0,73,6,0.0761556625366211
speaker_dependent,emotion_original,mean,0,73,7,0.07763778418302536
speaker_dependent,emotion_original,mean,0,73,8,0.08924943208694458
speaker_dependent,emotion_original,mean,0,73,9,0.08003351837396622
speaker_dependent,emotion_original,mean,0,73,10,0.07165039330720901
speaker_dependent,emotion_original,mean,0,73,11,0.07173245400190353
speaker_dependent,emotion_original,mean,0,73,12,0.07044235616922379
speaker_dependent,emotion_original,mean,1,13,0,0.07354309409856796
speaker_dependent,emotion_original,mean,1,13,1,0.06862769275903702
speaker_dependent,emotion_original,mean,1,13,2,0.07854605466127396
speaker_dependent,emotion_original,mean,1,13,3,0.08521962910890579
speaker_dependent,emotion_original,mean,1,13,4,0.09042093902826309
speaker_dependent,emotion_original,mean,1,13,5,0.08923960477113724
speaker_dependent,emotion_original,mean,1,13,6,0.08554557710886002
speaker_dependent,emotion_original,mean,1,13,7,0.07289186865091324
speaker_dependent,emotion_original,mean,1,13,8,0.0710296481847763
speaker_dependent,emotion_original,mean,1,13,9,0.07500437647104263
speaker_dependent,emotion_original,mean,1,13,10,0.07787750661373138
speaker_dependent,emotion_original,mean,1,13,11,0.06659644842147827
speaker_dependent,emotion_original,mean,1,13,12,0.06545763462781906
speaker_dependent,emotion_original,mean,1,42,0,0.07665341347455978
speaker_dependent,emotion_original,mean,1,42,1,0.06703148037195206
speaker_dependent,emotion_original,mean,1,42,2,0.07163672894239426
speaker_dependent,emotion_original,mean,1,42,3,0.08947154134511948
speaker_dependent,emotion_original,mean,1,42,4,0.08455707877874374
speaker_dependent,emotion_original,mean,1,42,5,0.08301779627799988
speaker_dependent,emotion_original,mean,1,42,6,0.08654289692640305
speaker_dependent,emotion_original,mean,1,42,7,0.0728970319032669
speaker_dependent,emotion_original,mean,1,42,8,0.09019636362791061
speaker_dependent,emotion_original,mean,1,42,9,0.07237935811281204
speaker_dependent,emotion_original,mean,1,42,10,0.07375579327344894
speaker_dependent,emotion_original,mean,1,42,11,0.06819681078195572
speaker_dependent,emotion_original,mean,1,42,12,0.06366363912820816
speaker_dependent,emotion_original,mean,1,73,0,0.07540741562843323
speaker_dependent,emotion_original,mean,1,73,1,0.06655314564704895
speaker_dependent,emotion_original,mean,1,73,2,0.0881989598274231
speaker_dependent,emotion_original,mean,1,73,3,0.08380534499883652
speaker_dependent,emotion_original,mean,1,73,4,0.09065660089254379
speaker_dependent,emotion_original,mean,1,73,5,0.08764126896858215
speaker_dependent,emotion_original,mean,1,73,6,0.08538509160280228
speaker_dependent,emotion_original,mean,1,73,7,0.07278763502836227
speaker_dependent,emotion_original,mean,1,73,8,0.07230892777442932
speaker_dependent,emotion_original,mean,1,73,9,0.06762366741895676
speaker_dependent,emotion_original,mean,1,73,10,0.07643701881170273
speaker_dependent,emotion_original,mean,1,73,11,0.06763958930969238
speaker_dependent,emotion_original,mean,1,73,12,0.06555541604757309
speaker_dependent,emotion_original,mean,2,13,0,0.07961747795343399
speaker_dependent,emotion_original,mean,2,13,1,0.07196097075939178
speaker_dependent,emotion_original,mean,2,13,2,0.0831490233540535
speaker_dependent,emotion_original,mean,2,13,3,0.0778617113828659
speaker_dependent,emotion_original,mean,2,13,4,0.08872158825397491
speaker_dependent,emotion_original,mean,2,13,5,0.08404375612735748
speaker_dependent,emotion_original,mean,2,13,6,0.08255527913570404
speaker_dependent,emotion_original,mean,2,13,7,0.07894813269376755
speaker_dependent,emotion_original,mean,2,13,8,0.08029763400554657
speaker_dependent,emotion_original,mean,2,13,9,0.07250533998012543
speaker_dependent,emotion_original,mean,2,13,10,0.06642980873584747
speaker_dependent,emotion_original,mean,2,13,11,0.0669824630022049
speaker_dependent,emotion_original,mean,2,13,12,0.06692682951688766
speaker_dependent,emotion_original,mean,2,42,0,0.07529675960540771
speaker_dependent,emotion_original,mean,2,42,1,0.07196228206157684
speaker_dependent,emotion_original,mean,2,42,2,0.07675684243440628
speaker_dependent,emotion_original,mean,2,42,3,0.0777956023812294
speaker_dependent,emotion_original,mean,2,42,4,0.07872641086578369
speaker_dependent,emotion_original,mean,2,42,5,0.08745170384645462
speaker_dependent,emotion_original,mean,2,42,6,0.08727797865867615
speaker_dependent,emotion_original,mean,2,42,7,0.08131705969572067
speaker_dependent,emotion_original,mean,2,42,8,0.08732958137989044
speaker_dependent,emotion_original,mean,2,42,9,0.06841881573200226
speaker_dependent,emotion_original,mean,2,42,10,0.07221867889165878
speaker_dependent,emotion_original,mean,2,42,11,0.06629320979118347
speaker_dependent,emotion_original,mean,2,42,12,0.06915502995252609
speaker_dependent,emotion_original,mean,2,73,0,0.074888214468956
speaker_dependent,emotion_original,mean,2,73,1,0.0661115050315857
speaker_dependent,emotion_original,mean,2,73,2,0.07140758633613586
speaker_dependent,emotion_original,mean,2,73,3,0.08919458091259003
speaker_dependent,emotion_original,mean,2,73,4,0.0901724249124527
speaker_dependent,emotion_original,mean,2,73,5,0.07995740324258804
speaker_dependent,emotion_original,mean,2,73,6,0.0827823206782341
speaker_dependent,emotion_original,mean,2,73,7,0.08505065739154816
speaker_dependent,emotion_original,mean,2,73,8,0.09069833904504776
speaker_dependent,emotion_original,mean,2,73,9,0.07139163464307785
speaker_dependent,emotion_original,mean,2,73,10,0.06914802640676498
speaker_dependent,emotion_original,mean,2,73,11,0.06404200196266174
speaker_dependent,emotion_original,mean,2,73,12,0.06515524536371231
speaker_dependent,emotion_original,mean,3,13,0,0.07186958193778992
speaker_dependent,emotion_original,mean,3,13,1,0.072210893034935
speaker_dependent,emotion_original,mean,3,13,2,0.0722602978348732
speaker_dependent,emotion_original,mean,3,13,3,0.07669639587402344
speaker_dependent,emotion_original,mean,3,13,4,0.08144417405128479
speaker_dependent,emotion_original,mean,3,13,5,0.08114302158355713
speaker_dependent,emotion_original,mean,3,13,6,0.08192159235477448
speaker_dependent,emotion_original,mean,3,13,7,0.07946392893791199
speaker_dependent,emotion_original,mean,3,13,8,0.0808960571885109
speaker_dependent,emotion_original,mean,3,13,9,0.0809556394815445
speaker_dependent,emotion_original,mean,3,13,10,0.07306677103042603
speaker_dependent,emotion_original,mean,3,13,11,0.07161762565374374
speaker_dependent,emotion_original,mean,3,13,12,0.0764540284872055
speaker_dependent,emotion_original,mean,3,42,0,0.07134765386581421
speaker_dependent,emotion_original,mean,3,42,1,0.0657854974269867
speaker_dependent,emotion_original,mean,3,42,2,0.0729476734995842
speaker_dependent,emotion_original,mean,3,42,3,0.08823839575052261
speaker_dependent,emotion_original,mean,3,42,4,0.0831826701760292
speaker_dependent,emotion_original,mean,3,42,5,0.09120332449674606
speaker_dependent,emotion_original,mean,3,42,6,0.09130258858203888
speaker_dependent,emotion_original,mean,3,42,7,0.08541499078273773
speaker_dependent,emotion_original,mean,3,42,8,0.0838358998298645
speaker_dependent,emotion_original,mean,3,42,9,0.07224050909280777
speaker_dependent,emotion_original,mean,3,42,10,0.06495059281587601
speaker_dependent,emotion_original,mean,3,42,11,0.06432923674583435
speaker_dependent,emotion_original,mean,3,42,12,0.06522094458341599
speaker_dependent,emotion_original,mean,3,73,0,0.07095260173082352
speaker_dependent,emotion_original,mean,3,73,1,0.06943351030349731
speaker_dependent,emotion_original,mean,3,73,2,0.07513528317213058
speaker_dependent,emotion_original,mean,3,73,3,0.08426327258348465
speaker_dependent,emotion_original,mean,3,73,4,0.09187205880880356
speaker_dependent,emotion_original,mean,3,73,5,0.08909886330366135
speaker_dependent,emotion_original,mean,3,73,6,0.0963771641254425
speaker_dependent,emotion_original,mean,3,73,7,0.07796348631381989
speaker_dependent,emotion_original,mean,3,73,8,0.09156712144613266
speaker_dependent,emotion_original,mean,3,73,9,0.06425614655017853
speaker_dependent,emotion_original,mean,3,73,10,0.06078782305121422
speaker_dependent,emotion_original,mean,3,73,11,0.06393847614526749
speaker_dependent,emotion_original,mean,3,73,12,0.06435411423444748
speaker_dependent,emotion_original,mean,4,13,0,0.06840939074754715
speaker_dependent,emotion_original,mean,4,13,1,0.06338749080896378
speaker_dependent,emotion_original,mean,4,13,2,0.08548862487077713
speaker_dependent,emotion_original,mean,4,13,3,0.09686339646577835
speaker_dependent,emotion_original,mean,4,13,4,0.0909586176276207
speaker_dependent,emotion_original,mean,4,13,5,0.09538749605417252
speaker_dependent,emotion_original,mean,4,13,6,0.08869180083274841
speaker_dependent,emotion_original,mean,4,13,7,0.07891899347305298
speaker_dependent,emotion_original,mean,4,13,8,0.08747207373380661
speaker_dependent,emotion_original,mean,4,13,9,0.05712917074561119
speaker_dependent,emotion_original,mean,4,13,10,0.06589122116565704
speaker_dependent,emotion_original,mean,4,13,11,0.060303475707769394
speaker_dependent,emotion_original,mean,4,13,12,0.061098288744688034
speaker_dependent,emotion_original,mean,4,42,0,0.07491201907396317
speaker_dependent,emotion_original,mean,4,42,1,0.06407107412815094
speaker_dependent,emotion_original,mean,4,42,2,0.0788123607635498
speaker_dependent,emotion_original,mean,4,42,3,0.09677769988775253
speaker_dependent,emotion_original,mean,4,42,4,0.09329478442668915
speaker_dependent,emotion_original,mean,4,42,5,0.09368312358856201
speaker_dependent,emotion_original,mean,4,42,6,0.08270127326250076
speaker_dependent,emotion_original,mean,4,42,7,0.07785963267087936
speaker_dependent,emotion_original,mean,4,42,8,0.07878202199935913
speaker_dependent,emotion_original,mean,4,42,9,0.06413231790065765
speaker_dependent,emotion_original,mean,4,42,10,0.06504272669553757
speaker_dependent,emotion_original,mean,4,42,11,0.06560058891773224
speaker_dependent,emotion_original,mean,4,42,12,0.06433039158582687
speaker_dependent,emotion_original,mean,4,73,0,0.06527777761220932
speaker_dependent,emotion_original,mean,4,73,1,0.06480630487203598
speaker_dependent,emotion_original,mean,4,73,2,0.08466169983148575
speaker_dependent,emotion_original,mean,4,73,3,0.08762697130441666
speaker_dependent,emotion_original,mean,4,73,4,0.08884488046169281
speaker_dependent,emotion_original,mean,4,73,5,0.09064208716154099
speaker_dependent,emotion_original,mean,4,73,6,0.07549676299095154
speaker_dependent,emotion_original,mean,4,73,7,0.0854373425245285
speaker_dependent,emotion_original,mean,4,73,8,0.07973559200763702
speaker_dependent,emotion_original,mean,4,73,9,0.061794232577085495
speaker_dependent,emotion_original,mean,4,73,10,0.07157179713249207
speaker_dependent,emotion_original,mean,4,73,11,0.07113928347826004
speaker_dependent,emotion_original,mean,4,73,12,0.07296529412269592
speaker_dependent,emotion_quadrant,mean,0,13,0,0.06825996190309525
speaker_dependent,emotion_quadrant,mean,0,13,1,0.07265419512987137
speaker_dependent,emotion_quadrant,mean,0,13,2,0.07757305353879929
speaker_dependent,emotion_quadrant,mean,0,13,3,0.07428377121686935
speaker_dependent,emotion_quadrant,mean,0,13,4,0.08039043098688126
speaker_dependent,emotion_quadrant,mean,0,13,5,0.08631695061922073
speaker_dependent,emotion_quadrant,mean,0,13,6,0.08255941420793533
speaker_dependent,emotion_quadrant,mean,0,13,7,0.08647192269563675
speaker_dependent,emotion_quadrant,mean,0,13,8,0.09164229035377502
speaker_dependent,emotion_quadrant,mean,0,13,9,0.07664432376623154
speaker_dependent,emotion_quadrant,mean,0,13,10,0.06459441781044006
speaker_dependent,emotion_quadrant,mean,0,13,11,0.06868042796850204
speaker_dependent,emotion_quadrant,mean,0,13,12,0.06992893666028976
speaker_dependent,emotion_quadrant,mean,0,42,0,0.08146756887435913
speaker_dependent,emotion_quadrant,mean,0,42,1,0.072968989610672
speaker_dependent,emotion_quadrant,mean,0,42,2,0.07848037034273148
speaker_dependent,emotion_quadrant,mean,0,42,3,0.07478978484869003
speaker_dependent,emotion_quadrant,mean,0,42,4,0.08530117571353912
speaker_dependent,emotion_quadrant,mean,0,42,5,0.08501294255256653
speaker_dependent,emotion_quadrant,mean,0,42,6,0.08322827517986298
speaker_dependent,emotion_quadrant,mean,0,42,7,0.0809209942817688
speaker_dependent,emotion_quadrant,mean,0,42,8,0.07975368201732635
speaker_dependent,emotion_quadrant,mean,0,42,9,0.06870541721582413
speaker_dependent,emotion_quadrant,mean,0,42,10,0.06835701316595078
speaker_dependent,emotion_quadrant,mean,0,42,11,0.06905946135520935
speaker_dependent,emotion_quadrant,mean,0,42,12,0.07195428013801575
speaker_dependent,emotion_quadrant,mean,0,73,0,0.07188091427087784
speaker_dependent,emotion_quadrant,mean,0,73,1,0.07359449565410614
speaker_dependent,emotion_quadrant,mean,0,73,2,0.07787889242172241
speaker_dependent,emotion_quadrant,mean,0,73,3,0.07968471944332123
speaker_dependent,emotion_quadrant,mean,0,73,4,0.08649563044309616
speaker_dependent,emotion_quadrant,mean,0,73,5,0.08334826678037643
speaker_dependent,emotion_quadrant,mean,0,73,6,0.07888278365135193
speaker_dependent,emotion_quadrant,mean,0,73,7,0.08064427971839905
speaker_dependent,emotion_quadrant,mean,0,73,8,0.08728606253862381
speaker_dependent,emotion_quadrant,mean,0,73,9,0.07328976690769196
speaker_dependent,emotion_quadrant,mean,0,73,10,0.0692853033542633
speaker_dependent,emotion_quadrant,mean,0,73,11,0.0685422345995903
