file_id,configuration,protocol,target,fold,seed,attention_entropy,attention_entropy_normalized,max_attention,frames_for_50pct_mass,frames_fraction_50pct_mass,n_frames
03-01-03-01-01-01-14,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.4704922057073215,0.7426961972397951,0.09045315563067717,9,0.08411214953271028,107
03-01-03-01-01-02-01,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.205598323540058,0.6916474149148742,0.11971503074921658,6,0.05825242718446602,103
03-01-03-01-01-02-09,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.040420114179257,0.6631279563755679,0.21214337250134782,5,0.05102040816326531,98
03-01-03-01-01-02-13,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.41006686415489,0.778194006666204,0.0842845734867091,8,0.1,80
03-01-03-01-01-02-14,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.2959387751234983,0.7172693820003326,0.08843504835841895,8,0.08080808080808081,99
03-01-03-01-02-01-01,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.1777960669029257,0.7010979178070252,0.15386174815542672,6,0.06451612903225806,93
03-01-03-01-02-01-09,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.2904074484226666,0.7386957571068122,0.1248352077451641,7,0.08139534883720931,86
03-01-03-01-02-01-13,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.2225523089323675,0.7418730803916095,0.17652540490552063,7,0.09090909090909091,77
03-01-03-01-02-01-14,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,2.7769577492719746,0.6284358264410608,0.17733406583032513,4,0.04819277108433735,83
03-01-03-01-02-02-01,learned_layers_attention_statistics,speaker_independent,emotion_original,0,-1,3.407145651610166,0.73513373926781,0.14159689492570166,6,0.05825242718446602,103
